"MpTak_v6.1"	"Name"	"product"	"MPGENES"	"annots"
"Mp2g23380"	"MpLOX2"	"Lipoxygenase"	"[MpLOX2]: Lipoxygenase"	"[K00454]: LOX2S; lipoxygenase [EC:1.13.11.12];
[PTHR11771]: LIPOXYGENASE;
[PTHR11771:SF170]: LIPOXYGENASE-2;
[PF00305]: Lipoxygenase"
"Mp2g23400"	""	""	""	"[PTHR10358]: ENDOSULFINE;
[PTHR10358:SF24]: CAMP-REGULATED PHOSPHOPROTEIN 19-RELATED PROTEIN;
[PF04667]: cAMP-regulated phosphoprotein/endosulfine conserved region"
"Mp2g23410"	"MpPLD1"	"phospholipase D"	"[MpPLD1]: phospholipase D"	"[K01115]: PLD1_2; phospholipase D1/2 [EC:3.1.4.4];
[KOG1329]: Phospholipase D1; [I];
[PTHR18896]: PHOSPHOLIPASE D;
[PTHR18896:SF115]: PHOSPHOLIPASE D ALPHA 2;
[PF13091]: PLD-like domain;
[PF12357]: Phospholipase D C terminal;
[PF00614]: Phospholipase D Active site motif"
"Mp2g23420"	""	""	""	"[KOG2112]: Lysophospholipase; [I];
[PTHR10655]: LYSOPHOSPHOLIPASE-RELATED;
[PF02230]: Phospholipase/Carboxylesterase"
"Mp2g23430"	"MpCupin43"	"Cupin"	"[MpCupin43]: Cupin"	"[K10276]: FBXL10_11, KDM2; F-box and leucine-rich repeat protein 10/11 [EC:1.14.11.27];
[KOG1633]: F-box protein JEMMA and related proteins with JmjC, PHD, F-box and LRR domains; C-term missing; [B];
[PTHR23123:SF21]: JUMONJI (TRANSCRIPTION FACTOR) DOMAIN PROTEIN-RELATED;
[PTHR23123]: PHD/F-BOX CONTAINING PROTEIN;
[PF17811]: Jumonji helical domain"
"Mp2g23440"	""	""	""	"[KOG4608]: Uncharacterized conserved protein; N-term missing; C-term missing; [S];
[PTHR13002]: C3ORF1 PROTEIN-RELATED;
[PF02466]: Tim17/Tim22/Tim23/Pmp24 family"
"Mp2g23450"	""	""	""	"[K00573]: E2.1.1.77, pcm; protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77];
[KOG1661]: Protein-L-isoaspartate(D-aspartate) O-methyltransferase; [O];
[PTHR11579:SF25]: PROTEIN-L-ISOASPARTATE O-METHYLTRANSFERASE;
[PTHR11579]: PROTEIN-L-ISOASPARTATE O-METHYLTRANSFERASE;
[PF01135]: Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT)"
"Mp2g23460"	"MpDOXC10"	"Secondary metabolism enzyme"	"[MpDOXC10]: Secondary metabolism enzyme"	"[KOG0143]: Iron/ascorbate family oxidoreductases; [QR];
[PTHR10209:SF744]: FLAVANONE 3-DIOXYGENASE-RELATED;
[PTHR10209]: OXIDOREDUCTASE, 2OG-FE II  OXYGENASE FAMILY PROTEIN;
[PF03171]: 2OG-Fe(II) oxygenase superfamily;
[PF14226]: non-haem dioxygenase in morphine synthesis N-terminal"
"Mp2g23470"	""	""	""	"[K09458]: fabF, OXSM, CEM1; 3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179];
[KOG1394]: 3-oxoacyl-(acyl-carrier-protein) synthase (I and II); [IQ];
[PTHR11712:SF297]: 3-OXOACYL-[ACYL-CARRIER-PROTEIN] SYNTHASE, MITOCHONDRIAL;
[PTHR11712]: POLYKETIDE SYNTHASE-RELATED;
[PF00109]: Beta-ketoacyl synthase, N-terminal domain;
[PF02801]: Beta-ketoacyl synthase, C-terminal domain"
"Mp2g23480"	""	""	""	"[PTHR31656]: ROOT CAP DOMAIN-CONTAINING PROTEIN;
[PTHR31656:SF29]: OS01G0968100 PROTEIN;
[PF06830]: Root cap"
"Mp2g23490"	""	""	""	"[KOG4569]: Predicted lipase; [I];
[PTHR31403]: PHOSPHOLIPASE A1-IBETA2, CHLOROPLASTIC;
[PTHR31403:SF7]: PHOSPHOLIPASE A1-IGAMMA3, CHLOROPLASTIC;
[PF01764]: Lipase (class 3)"
"Mp2g23500"	""	""	""	"[K07374]: TUBA; tubulin alpha;
[KOG1376]: Alpha tubulin; [Z];
[PTHR11588:SF405]: TUBULIN ALPHA CHAIN;
[PTHR11588]: TUBULIN;
[PF03953]: Tubulin C-terminal domain;
[PF00091]: Tubulin/FtsZ family, GTPase domain"
"Mp2g23510"	""	""	""	"[K02357]: tsf, TSFM; elongation factor Ts;
[KOG1071]: Mitochondrial translation elongation factor EF-Tsmt, catalyzes nucleotide exchange on EF-Tumt; [J];
[KOG1067]: Predicted RNA-binding polyribonucleotide nucleotidyltransferase; N-term missing; [R];
[PTHR11741:SF0]: ELONGATION FACTOR TS, MITOCHONDRIAL;
[PTHR11741]: ELONGATION FACTOR TS;
[PF00889]: Elongation factor TS;
[PF00575]: S1 RNA binding domain"
"Mp2g23520"	""	""	""	"[K04857]: CACNA1S, CAV1.1; voltage-dependent calcium channel L type alpha-1S;
[KOG2301]: Voltage-gated Ca2+ channels, alpha1 subunits; [PT];
[PTHR45628]: VOLTAGE-DEPENDENT CALCIUM CHANNEL TYPE A SUBUNIT ALPHA-1;
[PTHR45628:SF7]: VOLTAGE-DEPENDENT CALCIUM CHANNEL TYPE A SUBUNIT ALPHA-1;
[PF00520]: Ion transport protein"
"Mp2g23530"	""	""	""	"[PTHR43685]: GLYCOSYLTRANSFERASE;
[PTHR43685:SF3]: SLR2126 PROTEIN;
[PF00535]: Glycosyl transferase family 2"
"Mp2g23540"	""	""	""	"[PF17181]: Epidermal patterning factor proteins"
"Mp2g23550"	""	""	""	"[K12826]: SF3A2, SAP62; splicing factor 3A subunit 2;
[KOG0227]: Splicing factor 3a, subunit 2; [A];
[PTHR23205]: SPLICING FACTOR 3A SUBUNIT 2;
[PF12874]: Zinc-finger of C2H2 type;
[PF16835]: Pre-mRNA-splicing factor SF3a complex subunit 2 (Prp11)"
"Mp2g23560"	""	""	""	"[K06699]: PSME4; proteasome activator subunit 4;
[KOG1851]: Uncharacterized conserved protein; [S];
[PTHR32170]: PROTEASOME ACTIVATOR COMPLEX SUBUNIT 4;
[PTHR32170:SF3]: PROTEASOME ACTIVATOR COMPLEX SUBUNIT 4;
[PF16507]: Proteasome-substrate-size regulator, mid region;
[PF11919]: Domain of unknown function (DUF3437)"
"Mp2g23570"	""	""	""	"[K01251]: E3.3.1.1, ahcY; adenosylhomocysteinase [EC:3.3.1.1];
[KOG1370]: S-adenosylhomocysteine hydrolase; [H];
[PTHR23420]: ADENOSYLHOMOCYSTEINASE;
[PTHR23420:SF16]: ADENOSYLHOMOCYSTEINASE 2;
[PF00670]: S-adenosyl-L-homocysteine hydrolase, NAD binding domain;
[PF05221]: S-adenosyl-L-homocysteine hydrolase"
"Mp2g23580"	""	""	""	"[PTHR33791];
[PTHR33791:SF1]: CHAPERONIN-LIKE RBCX PROTEIN 2, CHLOROPLASTIC;
[PF02341]: RbcX protein"
"Mp2g23600"	"MpABI5A|MpBZIP11"	"bZIP transcription factor;transcription factor, bZIP"	"[MpABI5A|MpBZIP11]: bZIP transcription factor;transcription factor, bZIP"	"[K14432]: ABF; ABA responsive element binding factor;
[KOG4343]: bZIP transcription factor ATF6; N-term missing; C-term missing; [K];
[PTHR22952]: CAMP-RESPONSE ELEMENT BINDING PROTEIN-RELATED;
[PTHR22952:SF436]: ABSCISIC ACID-INSENSITIVE 5-LIKE PROTEIN 7;
[PF00170]: bZIP transcription factor"
"Mp2g23610"	""	""	""	"[K10838]: XPC; xeroderma pigmentosum group C-complementing protein;
[KOG2179]: Nucleotide excision repair complex XPC-HR23B, subunit XPC/DPB11; [L];
[PTHR12135]: DNA REPAIR PROTEIN XP-C / RAD4;
[PTHR12135:SF0]: DNA REPAIR PROTEIN COMPLEMENTING XP-C CELLS;
[PF03835]: Rad4 transglutaminase-like domain;
[PF10405]: Rad4 beta-hairpin domain 3;
[PF10403]: Rad4 beta-hairpin domain 1;
[PF10404]: Rad4 beta-hairpin domain 2"
"Mp2g23620"	""	""	""	"[K22047]: MSL1_2_3; mechanosensitive ion channel protein 1/2/3;
[PTHR43634]: OW CONDUCTANCE MECHANOSENSITIVE CHANNEL;
[PTHR43634:SF6]: MECHANOSENSITIVE ION CHANNEL PROTEIN 2, CHLOROPLASTIC;
[PF00924]: Mechanosensitive ion channel"
"Mp2g23640"	""	""	""	"[K20790]: NME5; nucleoside diphosphate kinase homolog 5;
[KOG0888]: Nucleoside diphosphate kinase; [F];
[PTHR46161]: NUCLEOSIDE DIPHOSPHATE KINASE;
[PF00334]: Nucleoside diphosphate kinase;
[PF05186]: Dpy-30 motif"
"Mp2g23650"	""	""	""	"[PTHR31906:SF6]: PLASTID-LIPID-ASSOCIATED PROTEIN 10, CHLOROPLASTIC-RELATED;
[PTHR31906];
[PF04755]: PAP_fibrillin"
"Mp2g23680"	""	""	""	"[PTHR31579]: OS03G0796600 PROTEIN;
[PTHR31579:SF14]: RNA POLYMERASE SUBUNIT BETA-BETA PROTEIN, PUTATIVE (DUF506)-RELATED;
[PF04720]: PDDEXK-like family of unknown function"
"Mp2g23690"	""	""	""	"[KOG1454]: Predicted hydrolase/acyltransferase (alpha/beta hydrolase superfamily); C-term missing; [R];
[PTHR10992]: METHYLESTERASE FAMILY MEMBER;
[PTHR10992:SF872]: METHYLESTERASE 11, CHLOROPLASTIC-RELATED;
[PF12697]: Alpha/beta hydrolase family"
"Mp2g23700"	""	""	""	"[KOG0583]: Serine/threonine protein kinase; [T];
[KOG0472]: Leucine-rich repeat protein; [S];
[PTHR48006]: LEUCINE-RICH REPEAT-CONTAINING PROTEIN DDB_G0281931-RELATED;
[PF13855]: Leucine rich repeat;
[PF07714]: Protein tyrosine and serine/threonine kinase"
"Mp2g23730"	""	""	""	"[K14309]: NUP93, NIC96; nuclear pore complex protein Nup93;
[KOG2168]: Cullins; [D];
[PTHR11225:SF5]: NUCLEAR PORE COMPLEX PROTEIN NUP93A;
[PTHR11225]: NUCLEAR PORE COMPLEX PROTEIN NUP93  NUCLEOPORIN NUP93   DEAD EYE PROTEIN;
[PF04097]: Nup93/Nic96"
"Mp2g23750"	""	""	""	"[PTHR47679]: PROTEIN TORNADO 1;
[PF08477]: Ras of Complex, Roc, domain of DAPkinase"
"Mp2g23755"	""	""	""	"[PTHR47679]: PROTEIN TORNADO 1;
[PF08477]: Ras of Complex, Roc, domain of DAPkinase"
"Mp2g23770"	""	""	""	"[K05290]: PIGK; GPI-anchor transamidase subunit K;
[KOG1349]: Gpi-anchor transamidase; [O];
[PTHR48067]: GPI-ANCHOR TRANSAMIDASE;
[PF01650]: Peptidase C13 family"
"Mp2g23780"	""	""	""	"[K14403]: CPSF3, YSH1; cleavage and polyadenylation specificity factor subunit 3 [EC:3.1.27.-];
[KOG1137]: mRNA cleavage and polyadenylation factor II complex, BRR5 (CPSF subunit); [A];
[PTHR11203:SF48];
[PTHR11203]: CLEAVAGE AND POLYADENYLATION SPECIFICITY FACTOR FAMILY MEMBER;
[PF00753]: Metallo-beta-lactamase superfamily;
[PF11718]: Pre-mRNA 3'-end-processing endonuclease polyadenylation factor C-term;
[PF07521]: Zn-dependent metallo-hydrolase RNA specificity domain;
[PF10996]: Beta-Casp domain"
"Mp2g23790"	""	""	""	"[K01280]: TPP2; tripeptidyl-peptidase II [EC:3.4.14.10];
[KOG1114]: Tripeptidyl peptidase II; [O];
[PTHR43806]: PEPTIDASE S8;
[PTHR43806:SF14]: TRIPEPTIDYL-PEPTIDASE 2;
[PF12580]: Tripeptidyl peptidase II;
[PF00082]: Subtilase family"
"Mp2g23800"	""	""	""	"[KOG4675]: Uncharacterized conserved protein, contains ENT domain; [R];
[PTHR33432:SF28]: PROTEIN EMSY-LIKE 4;
[PTHR33432]: PROTEIN EMSY-LIKE 4;
[PF03735]: ENT domain"
"Mp2g23810"	""	""	""	"[K20185]: BLOC1S1; biogenesis of lysosome-related organelles complex 1 subunit 1;
[KOG3390]: General control of amino-acid synthesis 5-like 1; [K];
[PTHR13073]: BLOC-1 COMPLEX SUBUNIT 1;
[PF06320]: GCN5-like protein 1 (GCN5L1)"
"Mp2g23830"	""	""	""	"[PTHR31960]: F-BOX PROTEIN PP2-A15;
[PTHR31960:SF2]: F-BOX PROTEIN PP2-A15"
"Mp2g23840"	""	""	""	"[K14564]: NOP56; nucleolar protein 56;
[KOG2573]: Ribosome biogenesis protein - Nop56p/Sik1p; [AJ];
[PTHR10894:SF26]: BNACNNG34340D PROTEIN;
[PTHR10894]: NUCLEOLAR PROTEIN 5  NUCLEOLAR PROTEIN NOP5  NOP58;
[PF08156]: NOP5NT (NUC127) domain;
[PF01798]: snoRNA binding domain, fibrillarin"
"Mp2g23850"	""	""	""	"[KOG3970]: Predicted E3 ubiquitin ligase; C-term missing; [O];
[PTHR12981]: ZINC FINGER PROTEIN-LIKE 1"
"Mp2g23890"	"MpUGT10"	"UDP glycosyl transferase, Secondary metabolism enzyme"	"[MpUGT10]: UDP glycosyl transferase, Secondary metabolism enzyme"	"[KOG1192]: UDP-glucuronosyl and UDP-glucosyl transferase; N-term missing; [GC];
[PTHR48047]: GLYCOSYLTRANSFERASE;
[PF00201]: UDP-glucoronosyl and UDP-glucosyl transferase"
"Mp2g23900"	"MpUGT11"	"UDP glycosyl transferase, Secondary metabolism enzyme"	"[MpUGT11]: UDP glycosyl transferase, Secondary metabolism enzyme"	"[KOG1192]: UDP-glucuronosyl and UDP-glucosyl transferase; N-term missing; [GC];
[PTHR48047]: GLYCOSYLTRANSFERASE;
[PTHR48047:SF69]: GLYCOSYLTRANSFERASE;
[PF00201]: UDP-glucoronosyl and UDP-glucosyl transferase"
"Mp2g23920"	""	""	""	"[PTHR21228]: FAST LEU-RICH DOMAIN-CONTAINING;
[PF08373]: RAP domain"
"Mp2g23960"	"MpGH3.2"	"Cell wall related protein"	"[MpGH3.2]: Cell wall related protein"	"[PTHR42721]: SUGAR HYDROLASE-RELATED;
[PF00933]: Glycosyl hydrolase family 3 N terminal domain;
[PF14310]: Fibronectin type III-like domain;
[PF01915]: Glycosyl hydrolase family 3 C-terminal domain"
"Mp2g23970"	""	""	""	"[K10747]: LIG1; DNA ligase 1 [EC:6.5.1.1 6.5.1.6 6.5.1.7];
[KOG0967]: ATP-dependent DNA ligase I; [L];
[KOG1361]: Predicted hydrolase involved in interstrand cross-link repair; [L];
[PTHR45674]: DNA LIGASE 1/3 FAMILY MEMBER;
[PF07522]: DNA repair metallo-beta-lactamase;
[PF04679]: ATP dependent DNA ligase C terminal region;
[PF01068]: ATP dependent DNA ligase domain;
[PF04675]: DNA ligase N terminus"
"Mp2g23980"	""	""	""	"[K13035]: NIT4; beta-cyano-L-alanine hydratase/nitrilase [EC:3.5.5.4 4.2.1.65];
[KOG0805]: Carbon-nitrogen hydrolase; [E];
[PTHR46044]: NITRILASE;
[PTHR46044:SF6]: OS02G0635000 PROTEIN;
[PF00795]: Carbon-nitrogen hydrolase"
"Mp2g24010"	""	""	""	"[PTHR31390:SF2]: EXPRESSED PROTEIN;
[PTHR31390]: EXPRESSED PROTEIN;
[PF12043]: Domain of unknown function (DUF3527)"
"Mp2g24030"	""	""	""	"[KOG0472]: Leucine-rich repeat protein; [S];
[KOG0444]: Cytoskeletal regulator Flightless-I (contains leucine-rich and gelsolin repeats); C-term missing; [Z];
[PTHR48056:SF32]: OS08G0446301 PROTEIN;
[PTHR48056]: LRR RECEPTOR-LIKE SERINE/THREONINE-PROTEIN KINASE-RELATED;
[PF13855]: Leucine rich repeat;
[PF08263]: Leucine rich repeat N-terminal domain"
"Mp2g24040"	""	""	""	"[K03495]: gidA, mnmG, MTO1; tRNA uridine 5-carboxymethylaminomethyl modification enzyme;
[KOG2311]: NAD/FAD-utilizing protein possibly involved in translation; [J];
[PTHR11806]: GLUCOSE INHIBITED DIVISION PROTEIN A;
[PF01134]: Glucose inhibited division protein A;
[PF13932]: GidA associated domain"
"Mp2g24070"	""	""	""	"[K19042]: BOI; E3 ubiquitin-protein ligase BOI and related proteins [EC:2.3.2.27];
[KOG1100]: Predicted E3 ubiquitin ligase; [O];
[PTHR42647:SF9]: S-RIBONUCLEASE BINDING PROTEIN SBP1-RELATED;
[PTHR42647]: SBP (S-RIBONUCLEASE BINDING PROTEIN) FAMILY PROTEIN;
[PF13920]: Zinc finger, C3HC4 type (RING finger)"
"Mp2g24110"	"MpC2H2-10"	"transcription factor, C2H2-ZnF"	"[MpC2H2-10]: transcription factor, C2H2-ZnF"	"[PTHR10593]: SERINE/THREONINE-PROTEIN KINASE RIO;
[PTHR10593:SF144]: PROTEIN INDETERMINATE-DOMAIN 7"
"Mp2g24120"	""	""	""	"[K06642]: PRKDC; DNA-dependent protein kinase catalytic subunit [EC:2.7.11.1];
[KOG0891]: DNA-dependent protein kinase; N-term missing; [L];
[KOG0889]: Histone acetyltransferase SAGA, TRRAP/TRA1 component, PI-3 kinase superfamily; N-term missing; [TBLD];
[PTHR11139:SF68]: DNA-DEPENDENT PROTEIN KINASE CATALYTIC SUBUNIT;
[PTHR11139]: ATAXIA TELANGIECTASIA MUTATED  ATM -RELATED;
[PF02259]: FAT domain;
[PF08163]: NUC194 domain;
[PF02260]: FATC domain;
[PF00454]: Phosphatidylinositol 3- and 4-kinase"
"Mp2g24130"	""	""	""	"[KOG0149]: Predicted RNA-binding protein SEB4 (RRM superfamily); C-term missing; [R];
[PTHR48024]: GEO13361P1-RELATED;
[PTHR48024:SF22]: RNA-BINDING PROTEIN GRP1A, PUTATIVE, EXPRESSED-RELATED;
[PF00076]: RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"Mp2g24150"	""	""	""	"[K00908]: CAMKK1; calcium/calmodulin-dependent protein kinase kinase 1 [EC:2.7.11.17];
[KOG0581]: Mitogen-activated protein kinase kinase (MAP2K); [T];
[PTHR24346]: MAP/MICROTUBULE AFFINITY-REGULATING KINASE;
[PTHR24346:SF66]: GEMINIVIRUS REP INTERACTING KINASE 2-RELATED;
[PF00069]: Protein kinase domain"
"Mp2g24160"	""	""	""	"[K03980]: murJ, mviN; putative peptidoglycan lipid II flippase;
[PTHR43486]: LIPID II FLIPPASE MURJ-RELATED;
[PF03023]: Lipid II flippase MurJ"
"Mp2g24170"	""	""	""	"[K19589]: N6AMT1; release factor glutamine methyltransferase [EC:2.1.1.297];
[KOG3191]: Predicted N6-DNA-methyltransferase; [J];
[PTHR45875:SF5]: BNAC01G37640D PROTEIN;
[PTHR45875]: METHYLTRANSFERASE N6AMT1;
[PF05175]: Methyltransferase small domain"
"Mp2g24180"	""	""	""	"[K23570]: EMC10; ER membrane protein complex subunit 10;
[KOG4827]: Uncharacterized conserved protein; [S];
[PTHR21397:SF5]: BNAC04G29940D PROTEIN;
[PTHR21397]: CHROMATIN COMPLEXES SUBUNIT BAP18-RELATED"
"Mp2g24200"	"MpC2HDZ|MpHD14"	"transcription factor, HD, homeodomain protein"	"[MpC2HDZ|MpHD14]: transcription factor, HD, homeodomain protein"	"[K09338]: HD-ZIP; homeobox-leucine zipper protein;
[KOG0483]: Transcription factor HEX, contains HOX and HALZ domains; [K];
[PTHR45714];
[PTHR45714:SF15]: HOMEOBOX-LEUCINE ZIPPER PROTEIN HAT14;
[PF00046]: Homeodomain;
[PF04618]: HD-ZIP protein N terminus;
[PF02183]: Homeobox associated leucine zipper"
"Mp2g24210"	""	""	""	"[K10390]: TUBD; tubulin delta;
[KOG1374]: Gamma tubulin; [Z];
[PTHR11588]: TUBULIN;
[PTHR11588:SF4]: TUBULIN DELTA CHAIN;
[PF00091]: Tubulin/FtsZ family, GTPase domain"
"Mp2g24230"	""	""	""	"[K11273]: DDX11, CHL1, CTF1; chromosome transmission fidelity protein 1 [EC:3.6.4.13];
[KOG1133]: Helicase of the DEAD superfamily; N-term missing; [L];
[PTHR11472]: DNA REPAIR DEAD HELICASE RAD3/XP-D SUBFAMILY MEMBER;
[PTHR11472:SF41]: ATP-DEPENDENT DNA HELICASE DDX11-RELATED;
[PF13307]: Helicase C-terminal domain"
"Mp2g24240"	""	""	""	"[K11273]: DDX11, CHL1, CTF1; chromosome transmission fidelity protein 1 [EC:3.6.4.13];
[KOG1133]: Helicase of the DEAD superfamily; C-term missing; [L];
[PTHR11472:SF41]: ATP-DEPENDENT DNA HELICASE DDX11-RELATED;
[PTHR11472]: DNA REPAIR DEAD HELICASE RAD3/XP-D SUBFAMILY MEMBER;
[PF06733]: DEAD_2"
"Mp2g24280"	""	""	""	"[K24127];
[KOG4562]: Uncharacterized conserved protein (tumor-rejection antigen MAGE in humans); [S];
[PTHR11736]: MELANOMA-ASSOCIATED ANTIGEN  MAGE ANTIGEN;
[PTHR11736:SF14]: MAGE PROTEIN;
[PF01454]: MAGE family"
"Mp2g24290"	""	""	""	"[K02983]: RP-S30e, RPS30; small subunit ribosomal protein S30e;
[KOG0009]: Ubiquitin-like/40S ribosomal S30 protein fusion; [JO];
[PTHR12650]: 40S RIBOSOMAL PROTEIN S30/UBIQUITIN-LIKE PROTEIN FUBI;
[PTHR12650:SF28]: 40S RIBOSOMAL PROTEIN S30;
[PF04758]: Ribosomal protein S30"
"Mp2g24300"	""	""	""	"[K01724]: PCBD, phhB; 4a-hydroxytetrahydrobiopterin dehydratase [EC:4.2.1.96];
[KOG4073]: Pterin carbinolamine dehydratase PCBD/dimerization cofactor of HNF1; [K];
[PTHR12599:SF8]: PTERIN-4-ALPHA-CARBINOLAMINE DEHYDRATASE, CHLOROPLASTIC-RELATED;
[PTHR12599]: PTERIN-4-ALPHA-CARBINOLAMINE DEHYDRATASE;
[PF01329]: Pterin 4 alpha carbinolamine dehydratase"
"Mp2g24330"	"MpC2H2-11"	"transcription factor, C2H2-ZnF"	"[MpC2H2-11]: transcription factor, C2H2-ZnF"	"[K09250]: CNBP; cellular nucleic acid-binding protein;
[KOG4400]: E3 ubiquitin ligase interacting with arginine methyltransferase; [O];
[PTHR47103:SF4]: DNA-BINDING PROTEIN;
[PTHR47103];
[PF00098]: Zinc knuckle"
"Mp2g24340"	""	""	""	"[K11662]: ACTR6, ARP6; actin-related protein 6;
[KOG0680]: Actin-related protein - Arp6p; [Z];
[PTHR11937:SF47]: ACTIN-RELATED PROTEIN 6;
[PTHR11937]: ACTIN;
[PF00022]: Actin"
"Mp2g24350"	""	""	""	"[K17065]: DNM1L; dynamin 1-like protein [EC:3.6.5.5];
[KOG0446]: Vacuolar sorting protein VPS1, dynamin, and related proteins; [UR];
[PTHR11566:SF170]: DYNAMIN 3A-LIKE PROTEIN;
[PTHR11566]: DYNAMIN;
[PF01031]: Dynamin central region;
[PF02212]: Dynamin GTPase effector domain;
[PF00350]: Dynamin family"
"Mp2g24360"	""	""	""	"[PTHR47679]: PROTEIN TORNADO 1;
[PF08477]: Ras of Complex, Roc, domain of DAPkinase"
"Mp2g24400"	""	""	""	"[KOG4676]: Splicing factor, arginine/serine-rich; N-term missing; [A];
[KOG0670]: U4/U6-associated splicing factor PRP4; C-term missing; [A];
[PTHR22426:SF2]: ARGININE/SERINE-RICH COILED-COIL PROTEIN 2;
[PTHR22426]: UNCHARACTERIZED;
[PF15477]: Small acidic protein family"
"Mp2g24410"	"MpGH19.2"	"Cell wall related protein"	"[MpGH19.2]: Cell wall related protein"	"[K20547]: CHIB; basic endochitinase B [EC:3.2.1.14];
[KOG4742]: Predicted chitinase; [R];
[PTHR22595]: CHITINASE-RELATED;
[PTHR22595:SF143]: BASIC ENDOCHITINASE B;
[PF00182]: Chitinase class I;
[PF00187]: Chitin recognition protein"
"Mp2g24440"	"MpGH19.3"	"Cell wall related protein"	"[MpGH19.3]: Cell wall related protein"	"[K20547]: CHIB; basic endochitinase B [EC:3.2.1.14];
[KOG4742]: Predicted chitinase; [R];
[PTHR22595:SF143]: BASIC ENDOCHITINASE B;
[PTHR22595]: CHITINASE-RELATED;
[PF00187]: Chitin recognition protein;
[PF00182]: Chitinase class I"
"Mp2g24450"	""	""	""	"[PTHR31013]: THAUMATIN FAMILY PROTEIN-RELATED;
[PTHR31013:SF2]: THAUMATIN FAMILY;
[PF00314]: Thaumatin family"
"Mp2g24460"	""	""	""	"[KOG1632]: Uncharacterized PHD Zn-finger protein; C-term missing; [R];
[PTHR12321]: CPG BINDING PROTEIN;
[PTHR12321:SF148]: PHD FINGER PROTEIN ALFIN-LIKE 8;
[PF12165]: Alfin"
"Mp2g24470"	"MpPR5b"	"Pathogen related"	"[MpPR5b]: Pathogen related"	"[PTHR31013:SF2]: THAUMATIN FAMILY;
[PTHR31013]: THAUMATIN FAMILY PROTEIN-RELATED;
[PF00314]: Thaumatin family"
"Mp2g24480"	"MpPL1.2"	"Cell wall related protein"	"[MpPL1.2]: Cell wall related protein"	"[K01728]: pel; pectate lyase [EC:4.2.2.2];
[PTHR31683]: PECTATE LYASE 18-RELATED;
[PTHR31683:SF164]: PECTATE LYASE 5-RELATED;
[PF00544]: Pectate lyase"
"Mp2g24510"	"MpFAD3"	"Secondary metabolism enzyme"	"[MpFAD3]: Secondary metabolism enzyme"	"[K03921]: FAB2, SSI2, desA1; acyl-[acyl-carrier-protein] desaturase [EC:1.14.19.2 1.14.19.11 1.14.19.26];
[PTHR31155]: ACYL- ACYL-CARRIER-PROTEIN  DESATURASE-RELATED;
[PTHR31155:SF11]: STEAROYL-[ACYL-CARRIER-PROTEIN] 9-DESATURASE 5, CHLOROPLASTIC;
[PF03405]: Fatty acid desaturase"
"Mp2g24530"	"MpPOD19"	"Peroxidase"	"[MpPOD19]: Peroxidase"	"[K00430]: E1.11.1.7; peroxidase [EC:1.11.1.7];
[PTHR31235:SF341]: PEROXIDASE;
[PTHR31235]: PEROXIDASE 25-RELATED;
[PF00141]: Peroxidase"
"Mp2g24550"	"MpCupin44"	"Cupin"	"[MpCupin44]: Cupin"	"[PTHR31238:SF14]: GERMIN-LIKE PROTEIN SUBFAMILY T MEMBER 1-RELATED;
[PTHR31238]: GERMIN-LIKE PROTEIN SUBFAMILY 3 MEMBER 3;
[PF00190]: Cupin"
"Mp2g24600"	"MpLOS2"	"ALOG protein"	"[MpLOS2]: ALOG protein"	"[PTHR31165:SF65]: PROTEIN LIGHT-DEPENDENT SHORT HYPOCOTYLS 4-LIKE;
[PTHR31165]: PROTEIN G1-LIKE2;
[PF04852]: Protein of unknown function (DUF640)"
"Mp2g24630"	"MpTPS7"	"Secondary metabolism enzyme, Terpene biosynthesis enzymes"	"[MpTPS7]: Secondary metabolism enzyme, Terpene biosynthesis enzymes"	"[K04120]: E5.5.1.13; ent-copalyl diphosphate synthase [EC:5.5.1.13];
[PTHR31739]: ENT-COPALYL DIPHOSPHATE SYNTHASE, CHLOROPLASTIC;
[PF03936]: Terpene synthase family, metal binding domain;
[PF01397]: Terpene synthase, N-terminal domain"
"Mp2g24640"	"MpTPS2"	"Secondary metabolism enzyme, Terpene biosynthesis enzymes"	"[MpTPS2]: Secondary metabolism enzyme, Terpene biosynthesis enzymes"	"[K04120]: E5.5.1.13; ent-copalyl diphosphate synthase [EC:5.5.1.13];
[PTHR31739]: ENT-COPALYL DIPHOSPHATE SYNTHASE, CHLOROPLASTIC;
[PF03936]: Terpene synthase family, metal binding domain;
[PF01397]: Terpene synthase, N-terminal domain"
"Mp2g24650"	"MpUGT12"	"UDP glycosyl transferase, Secondary metabolism enzyme"	"[MpUGT12]: UDP glycosyl transferase, Secondary metabolism enzyme"	"[KOG1192]: UDP-glucuronosyl and UDP-glucosyl transferase; N-term missing; C-term missing; [GC];
[PTHR48048:SF30]: OS07G0510400 PROTEIN;
[PTHR48048]: GLYCOSYLTRANSFERASE;
[PF00201]: UDP-glucoronosyl and UDP-glucosyl transferase"
