gene_symbol	full_name	synonym	product	description	GeneID/Location	reference	PMID	DOI	status
MpHD16	MpHD16	MpBELL5	transcription factor, HD, homeodomain protein		Mapoly0093s0028.1; Mp5g11060.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpHD17	MpHD17, MpBELLa	MpBELL2	transcription factor, HD, homeodomain protein		Mapoly0132s0008.1; Mp4g09650.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpHD18	MpHD18, MpC4HDZ	MpC4HDZ	transcription factor, HD, homeodomain protein		Mapoly0156s0012.1; Mp7g09710.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpHD19	MpHD19, MpKNOX1a	MpKNOX1a	transcription factor, HD, homeodomain protein		Mapoly0174s0007.1; Mp4g12450.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpHD2	MpHD2, MpSAWADEE	MpSAWADEE	transcription factor, HD, homeodomain protein		Mapoly0006s0154.1; Mp3g06860.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpHD20	MpHD20, MpKNOX1	MpKNOX1	transcription factor, HD, homeodomain protein		Mapoly0175s0020.1; Mp5g01600.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpHD21	MpHD21, MpKNOX2	MpKNOX2	transcription factor, HD, homeodomain protein		Mapoly0194s0001.1; Mp7g05320.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpHD22	MpHD22, MpBELLb	MpBELL1	transcription factor, HD, homeodomain protein		Mapoly0213s0014.1; Mp8g18310.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpHD3	MpHD3, C1HDZ	MpC1HDZ	transcription factor, HD, homeodomain protein		Mapoly0007s0221.1; Mp3g02320.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpHD4	MpHD4	MpBELL3	transcription factor, HD, homeodomain protein		Mapoly0012s0090.1; Mp8g02970.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpHD5	MpHD5	MpBELL4	transcription factor, HD, homeodomain protein		Mapoly0013s0027.1; Mp8g07680.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpHD6	MpHD6, MpWOX	MpWOX	transcription factor, HD, homeodomain protein		Mapoly0014s0060.1; Mp1g11660.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpHD7	MpHD7, MpKNOX1b	MpKNOX1b	transcription factor, HD, homeodomain protein		Mapoly0023s0081.1; Mp2g11140.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpHD8	MpHD8, MpDDT2	MpDDT2	transcription factor, HD, homeodomain protein		Mapoly0029s0015.1; Mp1g02320.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpHD9	MpHD9, MpPINTOX	MpPINTOX	transcription factor, HD, homeodomain protein		Mapoly0029s0145.1; Mp1g01010.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpHMGBOX1	MpHMGbox1		transcription factor, HMG-box		Mapoly0013s0048.1; Mp8g07450.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpHMGBOX2	MpHMGbox2		transcription factor, HMG-box		Mapoly0026s0138.1; Mp2g12330.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpHMGBOX3	MpHMGbox3		transcription factor, HMG-box		Mapoly0030s0009.1; Mp8g16760.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpHMGBOX4	MpHMGbox4		transcription factor, HMG-box		Mapoly0031s0059.1; Mp2g04030.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpHMGBOX5	MpHMGbox5		transcription factor, HMG-box		Mapoly0051s0025.1; Mp7g16870.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpHSF1	MpHSF1		transcription factor, HSF		Mapoly0011s0205.1; Mp4g12230.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpHSF2	MpHSF2		transcription factor, HSF	X-linked	Mapoly0018s0001.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpHSF3	MpHSF3		transcription factor, HSF	Y-linked	MapolyY_B0005.1; MpVg00470.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpHY5	LONG HYPOCOTYL 5		A bZIP transcription factor			Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpIAA	AUXIN_INDOLE-3-ACETIC ACID		co-repressor, sharing similarity to Arabidopsis AUX/IAAs.	Expression of a dominant allele of MpIAA with mutations in its putative degron sequence conferred an auxin resistant phenotype and repressed auxin-responses.	Mapoly0034s0017; Mp6g05000	Kato et al. PLoS Genet. 11, e1005084 (2015).; Flores-Sandval et al, PLoS Genet. 11, e1005207 (2015).	26020919; 26020649	10.1371/journal.pgen.1005084; 10.1371/journal.pgen.1005207	Published
MpIDA1	INFLORESCENCE DEFICIENT IN ABSCISSION1		Putative membrane lipoprotein	Genome paper Mapoly0251s0002.1	Mapoly0251s0002.1; Mp7g02930.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpIDA2	INFLORESCENCE DEFICIENT IN ABSCISSION2		Putative membrane lipoprotein	Genome paper Mapoly0003s0117.1	Mapoly0003s0117.1; Mp7g11030.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpIDA3	INFLORESCENCE DEFICIENT IN ABSCISSION3		Putative membrane lipoprotein	Genome paper Mapoly0085s0063.1	Mapoly0085s0063.1; Mp2g09090.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpIDA4	INFLORESCENCE DEFICIENT IN ABSCISSION 4		secretory peptide IDA4	Genome paper Mapoly0003s0111.1	Mapoly0003s0111.1; Mp7g10970.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpIDDL1	MpIDDL1		transcription factor, IDD-related		Mapoly0013s0172.1; Mp8g06180.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpIDDL2	MpIDDL2		transcription factor, IDD-related		Mapoly0033s0095.1; Mp1g15660.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpIDDL3	MpIDDL3		transcription factor, IDD-related		Mapoly0058s0031.1; Mp5g20530.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpIDDL4	MpIDDL4		transcription factor, IDD-related		Mapoly0076s0039.1; Mp7g07550.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpIDDL5	MpIDDL5	MpSTOP2	transcription factor, IDD-related		Mapoly0083s0069.1; Mp8g12510.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpIDDL6	MpIDDL6	MpWIP	transcription factor, IDD-related		Mapoly0096s0050.1; Mp1g09500.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15; Jones and Dolan Development 144(8):1472-1476 (2017).	28985561	10.1016/j.cell.2017.09.030	Published
MpIRE	incomplete root hair elongation		AGC kinase IRE		Mp5g17640	Honkanen et al., 2016 Curr Biol		doi:10.1016/j.cub.2016.09.062	Published
MpJAZ	Jasmonate-ZIM domain protein		Repressor of Jasmonate signalling	Homologue of Arabidopsis JAZ proteins containing a ZIM/TIFY and Jas domains	Mapoly0097s0021; Mp6g06230	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpKAC	KINESIN-LIKE PROTEIN FOR ACTIN-BASED CHLOROPLAST MOVEMENT		Kinesin-like protein for chloroplast movement			Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpKAOL1	ENT-KAURENOIC ACID OXYDASE-LIKE 1		Cytochrome P450, putative ent-kaurenoic acid oxidase, CYP88 family member	genome paper: Mapoly0020s0131	Mapoly0020s0131; Mp4g23680	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpKAOL2	ENT-KAURENOIC ACID OXIDASE-LIKE 2		Cytochrome P450, putative ent-kaurenoic acid oxidase, CYP88 family member	genome paper: Mapoly0002s0331	Mapoly0002s0331; Mp1g25410	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpKAOL3	ENT-KAURENOIC ACID OXIDASE-LIKE 3		Cytochrome P450, putative ent-kaurenoic acid oxidase, CYP88 family member	genome paper: Mapoly0023s0011	Mapoly0023s0011; Mp2g10420	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpKNOX1	CLASS I KNOTTED1-LIKE HOMEOBOX GENE	MpHD20	transcription factor, HD, homeodomain protein	Genome paper KNOX1: Mapoly0175s0020 KNOX1a: Mapoly0174s0007 (lacks homeodomain) KNOX1b: Mapoly0023s0081 (lacks homeodomain)	Mapoly0175s0020; Mp5g01600	Dierschke et al., 2020 BioRxiv		doi:10.1101/2020.04.06.027821	Published
MpKNOX1a	CLASS I KNOTTED1-LIKE HOMEOBOX GENE	MpHD19	transcription factor, HD, homeodomain protein  (lacks homeodomain)	Genome paper KNOX1: Mapoly0175s0020 KNOX1a: Mapoly0174s0007 (lacks homeodomain) KNOX1b: Mapoly0023s0081 (lacks homeodomain)	Mapoly0174s0007; Mp4g12450	Dierschke et al., 2020 BioRxiv		doi:10.1101/2020.04.06.027821	Published
MpKNOX1b	CLASS I KNOTTED1-LIKE HOMEOBOX GENE	MpHD7	transcription factor, HD, homeodomain protein  (lacks homeodomain)	Genome paper KNOX1: Mapoly0175s0020 KNOX1a: Mapoly0174s0007 (lacks homeodomain) KNOX1b: Mapoly0023s0081 (lacks homeodomain)	Mapoly0023s0081; Mp2g11140	Dierschke et al., 2020 BioRxiv		doi:10.1101/2020.04.06.027821	Published
MpKNOX2	CLASS II KNOTTED1-LIKE HOMEOBOX GENE	MpHD21	transcription factor, HD, homeodomain protein	Genome paper Mapoly0194s0001	Mapoly0194s0001; Mp7g05320	Dierschke et al., 2020 BioRxiv		doi:10.1101/2020.04.06.027821	Published
MpKOL1	ENT-KAURENE OXIDASE-LIKE 1		Cytochrome P450, putative ent-kaurene oxidase, CYP701 family member	genome paper: Mapoly0140s0010	Mapoly0140s0010; Mp3g18320	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpKOL2	ENT-KAURENE OXIDASE-LIKE 2		Cytochrome P450, putative ent-kaurene oxidase, CYP701 family member	genome paper: Mapoly0130s0003	Mapoly0130s0003; Mp2g01950	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpKOL3	ENT-KAURENE OXIDASE-LIKE2		Cytochrome P450, putative ent-kaurene oxidase, CYP701 family member	genome paper: Mapoly0130s0002	Mapoly0130s0002; Mp2g01940	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpLD	LUMINIDEPENDENS	MpHD10	transcription factor, HD, homeodomain protein	Genome paper Mapoly0032s0010	Mapoly0032s0010; Mp5g13160	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpLFY	LEAFY		transcription factor, ortholog of Arabidopsis thaliana LFY		Mp1g02860	Bowman et al. Cell. 2017 171(2):287-304		doi:10.1016/j.cell.2017.09.030	Published
MpLIM1	MpLIM1		transcription factor, LIM-domain		Mapoly0005s0280.1; Mp1g03270.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpLIM2	MpLIM2		transcription factor, LIM-domain		Mapoly0030s0035.1; Mp8g17020.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpLIM3	MpLIM3		transcription factor, LIM-domain		Mapoly0080s0053.1; Mp4g02460.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpLOVA	LOV PROTEIN ON AUTOSOMAL CHROMOSOME		LOV domain-containing protein		Mp8g05020; Mapoly0081s0003	Bowman et al. Cell. 2017 171(2):287-304		doi:10.1016/j.cell.2017.09.030	Published
MpLOX1	Lipoxygenase 1		Lipoxygenase	Mapoly0028s0085.1	Mapoly0028s0085.1; Mp2g00660.1	Kanamoto et al., Phytochemistry. 77, 70-78 (2012).	PMID: 22425284	doi:10.1016/j.phytochem.2012.02.009	Published
MpLOX10	Lipoxygenase 10		Lipoxygenase	Mapoly0063s0014.1	Mapoly0063s0014.1; Mp8g09050.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpLOX11	Lipoxygenase 11		Lipoxygenase	Mapoly0063s0050.1	Mapoly0063s0050.1; Mp8g08690.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpLOX12	Lipoxygenase 12		Lipoxygenase	Mapoly0064s0034.1	Mapoly0064s0034.1; Mp8g01650.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpLOX13	Lipoxygenase 13		Lipoxygenase	Mapoly0079s0056.1	Mapoly0079s0056.1; Mp8g15570.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpLOX14	Lipoxygenase 14		Lipoxygenase	Mapoly0083s0028.1	Mapoly0083s0028.1; Mp8g12930.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpLOX15	Lipoxygenase 15		Lipoxygenase	Mapoly0191s0015.1	Mapoly0191s0015.1; Mp2g23370.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpLOX16	Lipoxygenase 16		Lipoxygenase	Mapoly0420s0001.1	Mapoly0420s0001.1; Mp2g16000.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpLOX2	Lipoxygenase 2		Lipoxygenase	Mapoly0191s0014.1	Mapoly0191s0014.1; Mp2g23380.1	Kanamoto et al., Phytochemistry. 77, 70-78 (2012).	PMID: 22425284	doi:10.1016/j.phytochem.2012.02.009	Published
MpLOX3	Lipoxygenase 3		Lipoxygenase	Mapoly0006s0130.1	Mapoly0006s0130.1; Mp3g06610.1	Kanamoto et al., Phytochemistry. 77, 70-78 (2012).	PMID: 22425284	doi:10.1016/j.phytochem.2012.02.009	Published
MpLOX4	Lipoxygenase 4		Lipoxygenase	Mapoly0106s0031.1	Mapoly0106s0031.1; Mp5g21680.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpLOX5	Lipoxygenase 5		Lipoxygenase	Mapoly0001s0529.1	Mapoly0001s0529.1; Mp1g21930.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpLOX6	Lipoxygenase 6		Lipoxygenase	Mapoly0023s0182.1	Mapoly0023s0182.1; Mp2g12180.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpLOX7	Lipoxygenase 7		Lipoxygenase	Mapoly0026s0145.1	Mapoly0026s0145.1; Mp2g12250.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpLOX8	Lipoxygenase 8 (Pseudogene)		Lipoxygenase	Mapoly0026s0148.1	Mapoly0026s0148.1; Mp2g12220.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpLOX9	Lipoxygenase 9		Lipoxygenase	Mapoly0055s0019.1	Mapoly0055s0019.1; Mp2g20300.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpMADS1	MIKC-type MADS-box gene1		transcription factor, MIKC-type MADS-box protein 1	Genome paper MADS1: Mapoly0174s0011.1	Mapoly0174s0011.1; Mp4g12490.1	in prep.			Published
MpMADS2	MIKC-type MADS-box gene2		transcription factor, MIKC-type MADS-box protein 2	Genome paper MADS2: Mapoly0011s0161.1	Mapoly0011s0161.1; Mp4g11760.1	in prep.			Published
MpMCA1	MECHANOSENSITIVE CHANNEL IN ARABIDOPSIS-LIKE		calcium-permeable mechanosensitive channel			Under preparation			Published
MpMEMB1	Membrin 1		Ortholog of Arabidopsis MEMB1 genes	The transcript is detected in thalli, antheridiophores, archegoniophores, and sporelings. Citrine-tagged MpMEMB1 driven by the cauliflower mosaic virus 35S promoter is localized to the Golgi apparatus.	Mapoly0001s0234; Mp1g18960	Kanazawa et al. Plant Cell Physiol. 2015 Epub ahead of print. PMID: 26019268	PMID: 26019268		Published
MpMID	MINUS-DOMINANCE	MpRWP2	RWP-RK domain containing protein of the MID clade		Mp1g11830.1; Mapoly0014s0044	Koi et al. Cur. Biol. 26, 1775-1781 (2016); Rovekamp et al., Curr. Biol. 26, 1782-1789 (2016)			Published
MpMOR1	MICROTUBULE ORGANIZATION 1		Member of the MAP215 family of microtubule-associated proteins			Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpMS1	MALE STERILE1		PHD-finger transcription factor, ortholog of Arabidopsis thaliana MS1			Higo et al., Plant Cell Physiol. 57, 325-338 (2016). PMID: 26858289	PMID: 26858289		Published
MpMTPSL	terpene synthase		Microbial terpene synthase-like			Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpMYCX1	MYCX		MYC transcription factor	AtMYC2 orthologue in Chromosome X	Mapoly0018s0018	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpMYCX2	MYCX		MYC transcription factor	AtMYC2 orthologue in Chromosome X	Mapoly0018s0019	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpMYCY	MYCY	MpBHLH46	MYC transcription factor	AtMYC2 orthologue in chromosome Y	MapolyY_B0018; MpVg00340	Penuelas et al. 2019, Plant Cell		doi:10.1105/tpc.18.00974	Published
MpMYOVIII	MYOSIN VIII		myosin class VIII			Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpMYOXI	MYOSIN XI		myosin class XI			Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpNAC1	MpNAC1		transcription factor, NAC		Mapoly0015s0058.1; Mp2g07720.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpNAC2	MpNAC2	MpCUCA	transcription factor, NAC		Mapoly0035s0046.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpNAC3	MpNAC3		transcription factor, NAC		Mapoly0011s0176.1; Mp4g11910.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpNAC4	MpNAC4		transcription factor, NAC		Mapoly0020s0051.1; Mp4g22890.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpNAC5	MpNAC5		transcription factor, NAC		Mapoly0091s0063.1; Mp6g20920.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpNAC6	MpNAC6		transcription factor, NAC		Mapoly0175s0015.1; Mp5g01530.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpNAC7	MpNAC7		transcription factor, NAC		Mapoly0035s0049.1; Mp6g02620.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpNAC8	MpNAC8		transcription factor, NAC		Mapoly0035s0054.1; Mp6g02670.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpNAC9	MpNAC9		transcription factor, NAC		Mapoly0086s0046.1; Mp5g08410.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpNCED	MpNCED		9-cis-epoxycarotenoid dioxigenase		Mapoly0015s0066.1; Mp2g07800.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpNCH1	NRL PROTEIN FOR CHLOROPLAST MOVEMENT 1		NPH3/RPT2-like (NRL) protein for chloroplast accumulation response		Mp5g07060	Bowman et al. Cell. 2017 171(2):287-304		doi:10.1016/j.cell.2017.09.030	Published
MpNDR1	nuclear Dbf2-related kinase 1		AGC kinase NDR1			Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpNDR2	nuclear Dbf2-related kinase 2		AGC kinase NDR2			Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpNDX	NODULIN HOMEOBOX	MpHD11	transcription factor, HD, homeodomain protein	Genome paper Mapoly0033s0004	Mapoly0033s0004; Mp1g16560	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpNFX1-1	MpNFX1-1		transcription factor, NF-X1		Mapoly0036s0109.1; Mp1g08660.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpNFX1-2	MpNFX1-2		transcription factor, NF-X1		Mapoly0154s0047.1; Mp8g16170.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpNINJA	Novel Interactor of JAZ		NINJA	Orthologue of AtNINJA	Mapoly0005s0166; Mp1g04410	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpNOP1	NOPPERABO1		Plant U-box E3 Ubiquitin Ligase NOP1	NOP1 has an essential role in schizogenous intercellular space formation in Marchantia polymorpha.NOP1 encodes a Plant U-box (PUB) E3 ubiquitin ligase carrying tandem ARMADILLO (ARM) repeats in the C terminus. An in vitro ubiquitination assay indicated that the NOP1 protein possesses E3 ubiquitin ligase activity in a U-box-dependent manner. Confocal microscopy and biochemical analysis showed that NOP1 was localized to the plasma membrane.	Mapoly0008s0036; Mp8g11800	Ishizaki and Mizutani et al, Plant Cell 25, 4075-4084 (2013).	24170128	10.1105/tpc.113.117051	Published
MpNPC	NRL PROTEIN of CRYPTOGAM		NPH3/RPT2-like (NRL) protein			Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpNPE	NRL PROTEIN OF EMBRYOPHYTE		NPH3/RPT2-like (NRL) protein			In preparation			Published
MpNPH3	NON-PHOTOTROPIC HYPOCOTYL 3		NPH3/RPT2-like (NRL) protein		Mp5g17270	Bowman et al. Cell. 2017 171(2):287-304		doi:10.1016/j.cell.2017.09.030	Published
MpNPS	NRL PROTEIN IN SPOROPHYTE		NPH3/RPT2-like (NRL) protein			Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpNPSN1	Novel plant SNARE 1		Ortholog of Arabidopsis NPSN1 genes	The transcript is detected in thalli, antheridiophores, archegoniophores, and sporelings. Citrine-tagged MpNPSN1 driven by the cauliflower mosaic virus 35S promoter is localized to the plasma membrane.	Mapoly0031s0037; Mp2g03810	Kanazawa et al. Plant Cell Physiol. 2015 Epub ahead of print. PMID: 26019268	PMID: 26019268		Published
MpNPT	NRL PROTEIN FOR THALLUS DEVELOPMENT		NPH3/RPT2-like (NRL) protein	Formerly "NCH2"		Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpNPY	NAKED PINS IN YUC MUTANTS 1-LIKE		NPH3/RPT2-like (NRL) protein			Under preparation			Published
MpPDK1	3-phosphoinositide-dependent protein kinase		AGC kinase PDK1			Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
